title:Spriggys Wishlist v11_5_7Plus
dimwishlist:item=1280933460&perks=1467527085,1087426260,1168162263,3425386926#notes:Upve9 MW Reload
dimwishlist:item=1280933460&perks=839105230,1087426260,3161816588,3425386926#notes:Upve8.5 MW Reload
dimwishlist:item=1280933460&perks=839105230,2420895100,1168162263,1015611457#notes:Upve8.5 MW Reload
dimwishlist:item=1280933460&perks=3661387068,1885400500,3161816588,4267945040#notes:Upvp8.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1885400500,957782887,2846385770#notes:Upvp8.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1561002382,3161816588,2846385770#notes:Upvp8.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1087426260,1168162263,1015611457#notes:Upve8.5 MW Reload
dimwishlist:item=1280933460&perks=3661387068,3230963543,1168162263,3425386926#notes:Upve8.5 MW Reload
dimwishlist:item=1280933460&perks=1467527085,2420895100,1168162263,3425386926#notes:Upve8.5 MW Reload
dimwishlist:item=1280933460&perks=839105230,1885400500,3161816588,1015611457#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=839105230,1885400500,957782887,4267945040#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=839105230,1885400500,1168162263,2846385770#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=839105230,1885400500,1168162263,3425386926#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=839105230,1561002382,3161816588,4267945040#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=839105230,1561002382,957782887,2846385770#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=839105230,1561002382,1168162263,3425386926#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=839105230,1087426260,3161816588,2846385770#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=839105230,1087426260,1168162263,2213355989#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=839105230,2420895100,3161816588,2846385770#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=839105230,2420895100,3161816588,3425386926#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=839105230,3230963543,3161816588,2846385770#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=839105230,3230963543,1168162263,1015611457#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=839105230,3161816588,2846385770#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=839105230,1168162263,3425386926#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=3661387068,1087426260,3161816588,3425386926#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=3661387068,2420895100,1168162263,1015611457#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=1467527085,1885400500,3161816588,4267945040#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1885400500,957782887,2846385770#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1561002382,3161816588,2846385770#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1087426260,1168162263,1015611457#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=1467527085,3230963543,1168162263,3425386926#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=1885400500,3161816588,2846385770#notes:Upvp8 MW Stability
dimwishlist:item=1280933460&perks=1087426260,1168162263,3425386926#notes:Upve8 MW Reload
dimwishlist:item=1280933460&perks=839105230,1087426260,3161816588,1015611457#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=839105230,2420895100,1168162263,2213355989#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=839105230,3230963543,3161816588,3425386926#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=3661387068,1885400500,3161816588,1015611457#notes:Upvp7.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1885400500,957782887,4267945040#notes:Upvp7.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1885400500,1168162263,2846385770#notes:Upvp7.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1885400500,1168162263,3425386926#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=3661387068,1561002382,3161816588,4267945040#notes:Upvp7.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1561002382,957782887,2846385770#notes:Upvp7.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1561002382,1168162263,3425386926#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=3661387068,1087426260,3161816588,2846385770#notes:Upvp7.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1087426260,1168162263,2213355989#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=3661387068,2420895100,3161816588,2846385770#notes:Upvp7.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,2420895100,3161816588,3425386926#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=3661387068,3230963543,3161816588,2846385770#notes:Upvp7.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,3230963543,1168162263,1015611457#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=3661387068,3161816588,2846385770#notes:Upvp7.5 MW Stability
dimwishlist:item=1280933460&perks=3661387068,1168162263,3425386926#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=1467527085,1087426260,3161816588,3425386926#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=1467527085,2420895100,1168162263,1015611457#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=2420895100,1168162263,3425386926#notes:Upve7.5 MW Reload
dimwishlist:item=1280933460&perks=839105230,1885400500,3161816588,3425386926#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1885400500,3161816588,2213355989#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1885400500,3161816588#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1885400500,957782887,1015611457#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1885400500,1168162263,4267945040#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1885400500,1168162263,1015611457#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=839105230,1885400500,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1561002382,3161816588,1015611457#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1561002382,957782887,4267945040#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1561002382,1168162263,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1561002382,1168162263,1015611457#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=839105230,1087426260,3161816588,4267945040#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1087426260,957782887,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1087426260,957782887,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=839105230,1087426260,1168162263,2846385770#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=839105230,1087426260,1168162263,4267945040#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=839105230,1087426260,1168162263#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=839105230,1087426260,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=839105230,2420895100,3161816588,4267945040#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,2420895100,3161816588,1015611457#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=839105230,2420895100,957782887,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,3230963543,3161816588,4267945040#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,3230963543,957782887,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,3230963543,1168162263,2213355989#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=839105230,3161816588,4267945040#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,957782887,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=839105230,1168162263,1015611457#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=3661387068,1087426260,3161816588,1015611457#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=3661387068,2420895100,1168162263,2213355989#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=3661387068,3230963543,3161816588,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=1467527085,1885400500,3161816588,1015611457#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1885400500,957782887,4267945040#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1885400500,1168162263,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1885400500,1168162263,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=1467527085,1561002382,3161816588,4267945040#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1561002382,957782887,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1561002382,1168162263,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=1467527085,1087426260,3161816588,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1087426260,1168162263,2213355989#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=1467527085,2420895100,3161816588,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1467527085,2420895100,3161816588,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=1467527085,3230963543,3161816588,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1467527085,3230963543,1168162263,1015611457#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=1467527085,3161816588,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1467527085,1168162263,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=1885400500,3161816588,4267945040#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1885400500,957782887,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1561002382,3161816588,2846385770#notes:Upvp7 MW Stability
dimwishlist:item=1280933460&perks=1087426260,1168162263,1015611457#notes:Upve7 MW Reload
dimwishlist:item=1280933460&perks=3230963543,1168162263,3425386926#notes:Upve7 MW Reload


//Crooked Fang-4fr - U
//=================PvE=================
//Barrel
//1.5:1840239774:Fluted Barrel
//1.0:3250034553:Hammer-Forged Rifling
//0.5:1482024992:Smallbore
//Magazine
//2.5:1483536627:Ionized Battery
//1.5:2680121939:Enhanced Battery
//1.0:1687452232:Liquid Coils
//Perk 1
//3.0:3300816228:Auto-Loading Holster
//1.5:2213355989:High-Impact Reserves
//Perk 2
//3.0:2551157718:Box Breathing
//2.0:2848615171:Dragonfly
//1.0:1600092898:Backup Plan
//MW Reload
//=================PvP=================
//Barrel
//1.5:1840239774:Fluted Barrel
//1.0:3250034553:Hammer-Forged Rifling
//0.5:1482024992:Smallbore
//Magazine
//2.5:689005463:Accelerated Coils
//1.5:2969185026:Projection Fuse
//Perk 1
//3.0:47981717:Opening Shot
//2.0:588594999:Moving Target
//1.0:957782887:Snapshot Sights
//Perk 2
//3.0:1600092898:Backup Plan
//2.0:2846385770:Rangefinder
//MW Charge Time or Impact
//=================Wishlist=================
dimwishlist:item=3419149443&perks=1840239774,689005463,47981717,1600092898#notes:Upvp10 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,1483536627,3300816228,2551157718#notes:Upve10 MW Reload
dimwishlist:item=3419149443&perks=3250034553,689005463,47981717,1600092898#notes:Upvp9.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,1483536627,3300816228,2551157718#notes:Upve9.5 MW Reload
dimwishlist:item=3419149443&perks=1840239774,689005463,47981717,2846385770#notes:Upvp9 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,689005463,588594999,1600092898#notes:Upvp9 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,2969185026,47981717,1600092898#notes:Upvp9 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,1483536627,3300816228,2848615171#notes:Upve9 MW Reload
dimwishlist:item=3419149443&perks=1840239774,2680121939,3300816228,2551157718#notes:Upve9 MW Reload
dimwishlist:item=3419149443&perks=1482024992,689005463,47981717,1600092898#notes:Upvp9 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1482024992,1483536627,3300816228,2551157718#notes:Upve9 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1483536627,2213355989,2551157718#notes:Upve8.5 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1687452232,3300816228,2551157718#notes:Upve8.5 MW Reload
dimwishlist:item=3419149443&perks=3250034553,689005463,47981717,2846385770#notes:Upvp8.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,689005463,588594999,1600092898#notes:Upvp8.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,2969185026,47981717,1600092898#notes:Upvp8.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,1483536627,3300816228,2848615171#notes:Upve8.5 MW Reload
dimwishlist:item=3419149443&perks=3250034553,2680121939,3300816228,2551157718#notes:Upve8.5 MW Reload
dimwishlist:item=3419149443&perks=689005463,47981717,1600092898#notes:Upvp8.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1483536627,3300816228,2551157718#notes:Upve8.5 MW Reload
dimwishlist:item=3419149443&perks=1840239774,689005463,588594999,2846385770#notes:Upvp8 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,689005463,957782887,1600092898#notes:Upvp8 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,2969185026,47981717,2846385770#notes:Upvp8 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,2969185026,588594999,1600092898#notes:Upvp8 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,1483536627,3300816228,1600092898#notes:Upve8 MW Reload
dimwishlist:item=3419149443&perks=1840239774,2680121939,3300816228,2848615171#notes:Upve8 MW Reload
dimwishlist:item=3419149443&perks=3250034553,1483536627,2213355989,2551157718#notes:Upve8 MW Reload
dimwishlist:item=3419149443&perks=3250034553,1687452232,3300816228,2551157718#notes:Upve8 MW Reload
dimwishlist:item=3419149443&perks=1482024992,689005463,47981717,2846385770#notes:Upvp8 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1482024992,689005463,588594999,1600092898#notes:Upvp8 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1482024992,2969185026,47981717,1600092898#notes:Upvp8 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1482024992,1483536627,3300816228,2848615171#notes:Upve8 MW Reload
dimwishlist:item=3419149443&perks=1482024992,2680121939,3300816228,2551157718#notes:Upve8 MW Reload
dimwishlist:item=3419149443&perks=1840239774,689005463,3300816228,2551157718#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=1840239774,2969185026,3300816228,2551157718#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1483536627,47981717,1600092898#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,1483536627,2213355989,2848615171#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=1840239774,2680121939,47981717,1600092898#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,2680121939,2213355989,2551157718#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1687452232,47981717,1600092898#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,1687452232,3300816228,2848615171#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=1840239774,47981717,1600092898#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,3300816228,2551157718#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=3250034553,689005463,588594999,2846385770#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,689005463,957782887,1600092898#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,2969185026,47981717,2846385770#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,2969185026,588594999,1600092898#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,1483536627,3300816228,1600092898#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=3250034553,2680121939,3300816228,2848615171#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=1482024992,1483536627,2213355989,2551157718#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=1482024992,1687452232,3300816228,2551157718#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=689005463,47981717,2846385770#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=689005463,588594999,1600092898#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=2969185026,47981717,1600092898#notes:Upvp7.5 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1483536627,3300816228,2848615171#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=2680121939,3300816228,2551157718#notes:Upve7.5 MW Reload
dimwishlist:item=3419149443&perks=1840239774,689005463,47981717,2551157718#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,689005463,47981717,2848615171#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,689005463,47981717#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,689005463,957782887,2846385770#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,689005463,3300816228,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,689005463,2213355989,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,689005463,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,2969185026,588594999,2846385770#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,2969185026,957782887,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1840239774,1483536627,47981717,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1483536627,588594999,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1483536627,957782887,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1483536627,3300816228,2846385770#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1483536627,3300816228#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1483536627,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1840239774,2680121939,3300816228,1600092898#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1840239774,1687452232,2213355989,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=3250034553,689005463,3300816228,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=3250034553,2969185026,3300816228,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=3250034553,1483536627,47981717,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,1483536627,2213355989,2848615171#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=3250034553,2680121939,47981717,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,2680121939,2213355989,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=3250034553,1687452232,47981717,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,1687452232,3300816228,2848615171#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=3250034553,47981717,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=3250034553,3300816228,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1482024992,689005463,588594999,2846385770#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1482024992,689005463,957782887,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1482024992,2969185026,47981717,2846385770#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1482024992,2969185026,588594999,1600092898#notes:Upvp7 MW Charge Time or Impact
dimwishlist:item=3419149443&perks=1482024992,1483536627,3300816228,1600092898#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1482024992,2680121939,3300816228,2848615171#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1483536627,2213355989,2551157718#notes:Upve7 MW Reload
dimwishlist:item=3419149443&perks=1687452232,3300816228,2551157718#notes:Upve7 MW Reload


//The Cut and Run - U
//=================PvE=================
//Barrel
//2.0:1288081797:King Sight K1
//1.5:1288081796:Wolf Sight W1
//1.0:809345546:Devil Scope D2
//Magazine
//2.0:1087426260:Appended Mag
//1.5:2420895100:Extended Mag
//1.0:3230963543:Flared Magwell
//Perk 1
//3.0:1168162263:Outlaw
//2.0:3300816228:Auto-Loading Holster
//1.0:4267945040:Full Auto Trigger System
//Perk 2
//3.0:3400784728:Triple Tap
//2.0:2848615171:Dragonfly
//1.0:3425386926:Rampage
//MW Reload
//=================PvP=================
//Barrel
//2.0:809345546:Devil Scope D2
//1.5:809345547:Dusk Scope D2
//1.0:1452368633:King Dot K2
//Magazine
//2.0:1561002382:High-Caliber Rounds
//1.5:1885400500:Ricochet Rounds
//1.0:3230963543:Flared Magwell
//Perk 1
//3.0:47981717:Opening Shot
//2.0:588594999:Moving Target
//1.0:1168162263:Outlaw
//Perk 2
//3.0:280464955:Firmly Planted
//1.5:2387244414:Zen Moment
//MW Stability or Handling
//=================Wishlist=================
dimwishlist:item=3501969491&perks=809345546,1561002382,47981717,280464955#notes:Upvp10 MW Stability or Handling
dimwishlist:item=3501969491&perks=1288081797,1087426260,1168162263,3400784728#notes:Upve10 MW Reload
dimwishlist:item=3501969491&perks=809345546,1885400500,47981717,280464955#notes:Upvp9.5 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345547,1561002382,47981717,280464955#notes:Upvp9.5 MW Stability or Handling
dimwishlist:item=3501969491&perks=1288081797,2420895100,1168162263,3400784728#notes:Upve9.5 MW Reload
dimwishlist:item=3501969491&perks=1288081796,1087426260,1168162263,3400784728#notes:Upve9.5 MW Reload
dimwishlist:item=3501969491&perks=809345546,1561002382,588594999,280464955#notes:Upvp9 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345546,3230963543,47981717,280464955#notes:Upvp9 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345546,1087426260,1168162263,3400784728#notes:Upve9 MW Reload
dimwishlist:item=3501969491&perks=809345547,1885400500,47981717,280464955#notes:Upvp9 MW Stability or Handling
dimwishlist:item=3501969491&perks=1452368633,1561002382,47981717,280464955#notes:Upvp9 MW Stability or Handling
dimwishlist:item=3501969491&perks=1288081797,3230963543,1168162263,3400784728#notes:Upve9 MW Reload
dimwishlist:item=3501969491&perks=1288081797,1087426260,1168162263,2848615171#notes:Upve9 MW Reload
dimwishlist:item=3501969491&perks=1288081797,1087426260,3300816228,3400784728#notes:Upve9 MW Reload
dimwishlist:item=3501969491&perks=1288081796,2420895100,1168162263,3400784728#notes:Upve9 MW Reload
dimwishlist:item=3501969491&perks=809345546,1561002382,47981717,2387244414#notes:Upvp8.5 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345546,1885400500,588594999,280464955#notes:Upvp8.5 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345546,2420895100,1168162263,3400784728#notes:Upve8.5 MW Reload
dimwishlist:item=3501969491&perks=809345547,1561002382,588594999,280464955#notes:Upvp8.5 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345547,3230963543,47981717,280464955#notes:Upvp8.5 MW Stability or Handling
dimwishlist:item=3501969491&perks=1452368633,1885400500,47981717,280464955#notes:Upvp8.5 MW Stability or Handling
dimwishlist:item=3501969491&perks=1288081797,2420895100,1168162263,2848615171#notes:Upve8.5 MW Reload
dimwishlist:item=3501969491&perks=1288081797,2420895100,3300816228,3400784728#notes:Upve8.5 MW Reload
dimwishlist:item=3501969491&perks=1288081796,3230963543,1168162263,3400784728#notes:Upve8.5 MW Reload
dimwishlist:item=3501969491&perks=1288081796,1087426260,1168162263,2848615171#notes:Upve8.5 MW Reload
dimwishlist:item=3501969491&perks=1288081796,1087426260,3300816228,3400784728#notes:Upve8.5 MW Reload
dimwishlist:item=3501969491&perks=809345546,1561002382,1168162263,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345546,1885400500,47981717,2387244414#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345546,3230963543,588594999,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345546,3230963543,1168162263,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=809345546,1087426260,47981717,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345546,1087426260,1168162263,2848615171#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=809345546,1087426260,3300816228,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=809345546,2420895100,47981717,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345546,47981717,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345547,1561002382,47981717,2387244414#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345547,1885400500,588594999,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=809345547,1087426260,1168162263,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1452368633,1561002382,588594999,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=1452368633,3230963543,47981717,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=1452368633,1087426260,1168162263,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081797,1561002382,47981717,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=1288081797,1561002382,1168162263,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081797,1885400500,1168162263,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081797,3230963543,1168162263,2848615171#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081797,3230963543,3300816228,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081797,1087426260,1168162263,3425386926#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081797,1087426260,3300816228,2848615171#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081797,1087426260,4267945040,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081797,1168162263,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081796,1561002382,47981717,280464955#notes:Upvp8 MW Stability or Handling
dimwishlist:item=3501969491&perks=1288081796,2420895100,1168162263,2848615171#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1288081796,2420895100,3300816228,3400784728#notes:Upve8 MW Reload
dimwishlist:item=3501969491&perks=1561002382,47981717,280464955#notes:Upvp8 MW Stability or Handling
